,Manufacturer,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
309,Maruti,6,77815,Hyderabad,Petrol,Automatic,First,23.1,998,67.04,5,4250
310,Mercedes-Benz,3,29000,Hyderabad,Diesel,Automatic,First,17.9,2143,201.15,5,57000
311,Land,3,44000,Delhi,Diesel,Automatic,First,12.7,2179,187.7,5,44000
312,Volkswagen,9,108626,Hyderabad,Diesel,Manual,First,20.54,1598,103.6,5,3650
313,Maruti,8,71791,Hyderabad,Petrol,Manual,First,14,796,35,5,2050
314,Honda,8,91931,Kochi,Petrol,Manual,First,18.5,1198,86.8,5,3130
315,Tata,20,158000,Hyderabad,Diesel,Manual,Second,14.07,2956,83.1,7,1500
316,Tata,8,91183,Pune,Diesel,Manual,First,18,1248,75,5,2850
317,Maruti,8,65000,Delhi,Petrol,Manual,First,18.9,998,67.1,5,2650
318,Mahindra,5,88428,Hyderabad,Diesel,Manual,First,16,2179,140,7,10600
319,Tata,12,138000,Pune,Diesel,Manual,Second,17.1,1396,70,5,1250
320,Maruti,2,18000,Mumbai,Petrol,Manual,First,16.02,1373,93.7,7,8250
321,Honda,9,60000,Mumbai,Petrol,Automatic,First,11.7,2354,177.6,5,4450
322,Maruti,8,48000,Kolkata,Diesel,Manual,First,19.3,1248,73.9,5,3700
323,Ford,11,160000,Hyderabad,Diesel,Manual,First,17.8,1399,68,5,2800
324,Honda,12,40000,Kolkata,Petrol,Manual,First,17.7,1497,78,5,1800
325,Audi,6,51495,Kochi,Diesel,Automatic,First,17.68,1968,174.33,5,21950
326,BMW,9,30000,Mumbai,Diesel,Automatic,First,9.52,2993,313,4,49000
327,Audi,3,97430,Coimbatore,Diesel,Automatic,First,14.75,2967,245,7,62670
328,Maruti,12,42496,Pune,CNG,Manual,First,26.3,998,67.1,5,1400
329,Hyundai,8,83000,Pune,Diesel,Manual,First,23,1396,90,5,5500
330,Hyundai,11,37000,Bangalore,Petrol,Automatic,Third,16.95,1197,78.9,5,2950
331,Honda,4,28503,Kochi,Petrol,Automatic,First,19,1199,88.7,5,6860
332,Maruti,5,76496,Hyderabad,Diesel,Manual,First,25.2,1248,74,5,6150
333,Hyundai,9,79152,Pune,Petrol,Manual,Second,18.5,1197,82.85,5,3300
334,Volkswagen,9,32000,Kolkata,Petrol,Manual,First,16.47,1198,73.9,5,2550
335,Maruti,11,35000,Ahmedabad,Petrol,Manual,First,19.7,796,46.3,5,1500
336,Toyota,16,105000,Chennai,Petrol,Automatic,Second,11.3,1794,125,5,2500
337,Maruti,14,56000,Chennai,Petrol,Manual,Second,19.7,796,46.3,5,1400
338,Tata,8,73000,Pune,Diesel,Manual,First,21.12,1248,88.8,5,3400
339,Maruti,8,38000,Pune,Petrol,Manual,First,19.7,796,46.3,5,2250
340,Skoda,7,775000,Kolkata,Diesel,Automatic,First,19.3,1968,141,5,7500
341,Toyota,12,80000,Kolkata,Petrol,Automatic,First,11.3,1794,125,5,2800
342,Hyundai,4,24973,Coimbatore,Petrol,Manual,First,18.6,1197,81.83,5,7660
343,Maruti,4,45000,Chennai,Diesel,Manual,First,24.3,1248,88.5,5,7150
344,Honda,10,87430,Delhi,Petrol,Manual,First,17,1497,118,5,3500
345,Tata,6,133944,Hyderabad,Diesel,Manual,Second,18,1248,75,5,3500
346,Honda,7,57000,Kolkata,Diesel,Manual,First,25.8,1498,98.6,5,3450
347,Hyundai,4,27904,Coimbatore,Petrol,Manual,First,21.1,814,55.2,5,3550
348,BMW,5,30717,Kochi,Diesel,Automatic,Second,21.76,1995,190,5,25990
349,Hyundai,8,80000,Bangalore,Diesel,Manual,First,22.32,1582,126.32,5,5250
350,Tata,7,47304,Ahmedabad,Diesel,Manual,First,21.02,1248,88.8,5,2900
351,Skoda,15,100000,Jaipur,Petrol,Automatic,First,14.45,1984,227,5,2050
352,Maruti,3,30000,Pune,Petrol,Manual,First,24.07,998,67.1,5,3750
353,Ford,6,68000,Mumbai,Diesel,Manual,First,22.7,1498,89.84,5,6750
354,Chevrolet,9,21000,Kolkata,Petrol,Manual,Second,18,995,62,5,950
355,Jaguar,3,21000,Hyderabad,Diesel,Automatic,First,19.33,1999,177,5,52000
356,Honda,13,119000,Jaipur,Petrol,Manual,Third,13.1,1997,141.1,5,3910
357,Skoda,1,13747,Kochi,Petrol,Automatic,First,14.67,1798,177.46,5,27300
358,Hyundai,11,620000,Chennai,Petrol,Manual,First,20.36,1197,78.9,5,2700
359,Maruti,7,70000,Delhi,Diesel,Manual,First,22.9,1248,74,5,3500
360,Maruti,4,18000,Mumbai,Petrol,Automatic,First,18.5,1197,83.14,5,6200
361,Nissan,9,83000,Chennai,Diesel,Manual,First,23.08,1461,63.1,5,2750
362,Maruti,5,130000,Mumbai,Diesel,Manual,First,23.4,1248,74,5,3250
363,Ford,8,63400,Pune,Diesel,Manual,First,17.8,1399,67,5,3250
364,Maruti,17,65000,Kolkata,Petrol,Manual,First,17.3,993,60,5,650
365,Mini,3,8350,Pune,Petrol,Manual,First,13.8,1998,192,5,35000
366,Toyota,6,45000,Kolkata,Diesel,Manual,First,23.59,1364,67.05,5,3250
367,Maruti,2,26200,Kolkata,Petrol,Manual,First,24.7,796,47.3,5,2900
368,Maruti,9,11000,Bangalore,Petrol,Manual,Third,18.9,796,47,5,2900
369,BMW,11,90000,Bangalore,Diesel,Automatic,Second,11,2993,235,5,17750
370,Nissan,5,74000,Mumbai,Petrol,Automatic,Second,11.07,2496,179.5,5,8250
371,Hyundai,5,37081,Coimbatore,Petrol,Automatic,First,18.9,1197,82,5,5770
372,Maruti,3,39000,Hyderabad,Diesel,Manual,First,24.3,1248,88.5,5,9490
373,Audi,12,99000,Mumbai,Diesel,Automatic,Third,12.07,2967,241.4,7,12950
374,Mercedes-Benz,5,38000,Chennai,Diesel,Automatic,First,17.9,2143,136,5,20000
375,Maruti,13,72000,Chennai,Petrol,Manual,Third,16.1,796,37,4,1000
376,Renault,5,93000,Chennai,Diesel,Manual,Second,20.45,1461,83.8,5,7100
377,Toyota,3,5900,Mumbai,Diesel,Manual,First,21.43,1364,87.2,5,16500
378,Mercedes-Benz,6,25000,Chennai,Diesel,Manual,First,15.8,2148,170,5,26000
379,Maruti,10,68000,Hyderabad,Diesel,Manual,Second,21.1,1248,73.9,5,3200
380,Honda,3,35676,Kochi,Petrol,Automatic,First,16,1497,117.3,7,9480
381,Hyundai,5,74310,Kochi,Diesel,Manual,First,24.4,1120,71,5,4000
382,Mercedes-Benz,6,59364,Jaipur,Diesel,Automatic,First,14.21,2143,203,5,26500
383,Mercedes-Benz,6,41380,Kochi,Petrol,Automatic,Second,14.8,1595,120.7,5,11770
384,Mercedes-Benz,3,33900,Bangalore,Diesel,Automatic,First,15,2143,204,5,37000
385,Honda,4,28000,Mumbai,Petrol,Manual,First,17.8,1497,117.3,5,8750
386,Hyundai,13,50958,Hyderabad,Petrol,Manual,First,17,1086,113.2530497,5,1950
387,Honda,9,93982,Chennai,Petrol,Manual,First,17,1497,118,5,3750
388,Hyundai,10,95000,Pune,Petrol,Manual,First,16.2,1599,103.2,5,2500
389,Jaguar,3,9000,Mumbai,Petrol,Automatic,First,13.5,1999,246.74,5,34500
390,Honda,5,52516,Delhi,Petrol,Manual,First,18,1198,86.7,5,4650
391,Mini,5,20000,Bangalore,Petrol,Automatic,First,18.86,1598,122,4,32000
392,Mercedes-Benz,3,56451,Coimbatore,Diesel,Automatic,First,13.5,2987,282,5,62810
393,Hyundai,6,37000,Chennai,Petrol,Manual,First,21.1,814,55.2,5,3250
394,Maruti,6,17400,Kolkata,Petrol,Manual,First,20.51,998,67.04,5,3100
395,Maruti,9,90207,Coimbatore,Diesel,Manual,First,21.1,1248,73.9,5,3910
396,BMW,9,89616,Chennai,Diesel,Automatic,First,16.07,1995,181,5,11000
397,Tata,6,85000,Pune,Diesel,Manual,First,13.49,2179,138.03,5,3500
398,Audi,6,79271,Chennai,Diesel,Automatic,First,20.38,1968,143,5,16500
399,Land,8,56000,Hyderabad,Diesel,Automatic,First,12.7,2179,187.7,5,30000
400,Mercedes-Benz,10,85001,Pune,Diesel,Automatic,Second,12,2987,224,7,28000
401,Mitsubishi,2,12000,Hyderabad,Diesel,Automatic,First,13.5,2477,175.56,7,28000
402,Maruti,10,125000,Jaipur,Petrol,Manual,First,19.7,796,46.3,5,920
403,Maruti,7,53000,Pune,Petrol,Manual,First,14,1061,64,5,2750
404,Land,3,34990,Coimbatore,Diesel,Automatic,First,12.7,2179,187.7,5,53830
405,Hyundai,9,49768,Pune,Petrol,Manual,Second,17.01,1591,121.3,5,4950
406,BMW,7,56000,Hyderabad,Diesel,Automatic,First,16.73,2993,218,5,33500
407,Jaguar,7,75000,Bangalore,Diesel,Automatic,First,14.74,2993,270.9,5,27950
408,Skoda,10,57000,Hyderabad,Petrol,Automatic,First,13.7,1798,157.75,5,7250
409,Audi,3,37542,Kochi,Diesel,Automatic,First,15.73,1968,174.33,5,25710
410,Land,6,95649,Coimbatore,Diesel,Automatic,First,12.7,2179,187.7,5,29670
411,Mercedes-Benz,7,35299,Jaipur,Diesel,Automatic,First,14.84,2143,170,5,19000
412,Mahindra,3,28464,Kochi,Diesel,Manual,First,15.4,2179,120,7,13050
413,BMW,5,41000,Mumbai,Diesel,Automatic,First,21.76,1995,190,5,25500
414,Honda,3,9000,Pune,Petrol,Manual,First,15.4,1497,117.3,7,8500
415,Volvo,10,92098,Chennai,Diesel,Automatic,Second,16,2400,215,5,7250
416,Hyundai,15,5834,Pune,Petrol,Manual,First,13.2,1495,94,5,800
417,Hyundai,3,40250,Jaipur,Petrol,Manual,First,17.19,1197,81.86,5,6900
418,Mercedes-Benz,2,22397,Coimbatore,Petrol,Automatic,First,11.5,2996,367,5,70990
419,Hyundai,5,20800,Kolkata,Petrol,Manual,Second,21.1,814,55.2,5,2250
420,Hyundai,2,40322,Kochi,Petrol,Manual,First,18.9,1197,81.86,5,5500
421,Honda,7,52576,Mumbai,Petrol,Manual,First,13,1493,100,5,4350
422,Volkswagen,10,55000,Kolkata,Petrol,Manual,First,16.47,1198,73.9,5,2250
423,Audi,4,47000,Mumbai,Petrol,Automatic,First,15.26,1798,187.74,5,24500
424,Volkswagen,10,42021,Hyderabad,Diesel,Manual,First,18.13658965,1968,113.2530497,5,5450
425,Hyundai,3,23163,Coimbatore,Petrol,Manual,First,15.29,1591,121.3,5,12030
426,Mercedes-Benz,9,50000,Mumbai,Petrol,Automatic,Second,11.74,1796,186,5,8500
427,Mini,6,11900,Mumbai,Petrol,Automatic,First,16.82,1998,189.08,4,28500
428,Hyundai,14,108000,Pune,Petrol,Manual,Second,17,1086,113.2530497,5,1200
429,Toyota,7,37000,Bangalore,Diesel,Manual,First,23.59,1364,67.04,5,5750
430,Honda,6,30000,Delhi,Petrol,Manual,Second,19.4,1198,86.8,5,3200
431,Maruti,2,12831,Coimbatore,Petrol,Automatic,First,21.4,1197,83.1,5,9890
432,Skoda,8,143017,Coimbatore,Diesel,Automatic,First,20,1968,138.1,5,6580
433,Hyundai,2,13102,Kochi,Petrol,Manual,First,21.1,814,55.2,5,4060
434,Renault,1,24950,Coimbatore,Diesel,Manual,First,20.37,1461,108.45,5,13370
435,BMW,9,57832,Coimbatore,Diesel,Automatic,First,16.2,2993,258,5,25820
436,Maruti,4,34267,Kochi,Petrol,Manual,First,22.74,796,47.3,5,3740
437,Volvo,5,33000,Bangalore,Diesel,Automatic,Second,16.8,1984,150,5,22000
438,Maruti,13,55100,Ahmedabad,Petrol,Manual,First,18.9,998,67.1,5,1450
439,Honda,12,40000,Kolkata,Petrol,Manual,First,17.7,1497,78,5,2000
440,Maruti,3,31841,Kochi,CNG,Manual,First,15.1,1196,73,5,4700
441,Chevrolet,6,15000,Kolkata,Petrol,Manual,First,13.7,1399,98.79,8,3750
442,Mahindra,4,82756,Coimbatore,Diesel,Manual,First,15.96,2523,62.1,7,7700
443,Hyundai,8,50243,Coimbatore,Petrol,Manual,First,18.13658965,1086,113.2530497,5,3350
444,Hyundai,6,20600,Hyderabad,Petrol,Manual,First,21.1,814,55.2,5,2600
445,Hyundai,3,29952,Coimbatore,Petrol,Automatic,First,13,1591,121.3,5,13770
446,Volkswagen,3,15000,Mumbai,Petrol,Manual,Second,16.09,1598,103.5,5,7100
447,Honda,12,61938,Pune,Petrol,Automatic,Second,12.9,1799,130,5,2650
448,Tata,6,67000,Hyderabad,Diesel,Manual,First,22.3,1248,74,5,2500
449,Mahindra,7,61672,Kochi,Diesel,Manual,First,16,2179,140,7,7530
450,Hyundai,3,26185,Coimbatore,Petrol,Manual,First,18.6,1197,81.83,5,7980
451,Audi,6,38000,Bangalore,Diesel,Automatic,Second,14.16,1968,174.3,5,39000
452,Maruti,9,67000,Chennai,Petrol,Manual,Second,18.5,1197,85.8,5,2250
453,Mitsubishi,10,66000,Chennai,Petrol,Manual,Second,13.17,1999,114,5,3850
454,Toyota,5,80883,Hyderabad,Diesel,Manual,First,12.8,2494,102,7,13500
455,Maruti,4,80219,Hyderabad,Diesel,Manual,First,27.62,793,47,5,3500
456,Maruti,2,12923,Delhi,Diesel,Manual,First,25.1,1248,88.5,5,8920
457,Audi,4,86642,Coimbatore,Diesel,Automatic,First,15.17,1968,181,5,20370
458,BMW,4,19235,Bangalore,Diesel,Automatic,First,21.76,1995,190,5,36500
459,Audi,4,51002,Coimbatore,Diesel,Automatic,First,11.33,4134,335.2,7,48910
460,Hyundai,4,6800,Pune,Petrol,Manual,First,18.6,1197,81.83,5,7200
461,Renault,8,82749,Hyderabad,Diesel,Manual,First,19.01,1461,108.45,5,5990
462,Hyundai,4,51000,Pune,Diesel,Manual,First,24.4,1120,71,5,5250
463,Ford,6,31465,Delhi,Diesel,Manual,First,22.7,1498,89.84,5,6500
464,Volkswagen,7,76476,Hyderabad,Petrol,Manual,First,16.47,1198,73.9,5,4400
465,Hyundai,3,14000,Kolkata,Diesel,Manual,First,24,1120,70,5,4600
466,Tata,7,47000,Ahmedabad,Diesel,Manual,First,21.12,1248,88.8,5,2950
467,Honda,9,48466,Kolkata,Petrol,Manual,First,17,1497,118,5,3260
468,Hyundai,12,46000,Bangalore,Petrol,Manual,Second,17.92,1086,62.1,5,2220
469,Toyota,8,162663,Hyderabad,Diesel,Manual,First,12.99,2494,100,7,10500
470,Maruti,3,25142,Coimbatore,Diesel,Manual,First,28.09,1248,88.5,5,8260
471,Toyota,7,69000,Delhi,Diesel,Manual,First,12.55,2982,169,7,14450
472,Ford,11,80524,Chennai,Petrol,Manual,Second,15.3,1596,113.2530497,5,2500
473,Mercedes-Benz,2,26405,Kochi,Petrol,Automatic,First,12.6,1950,191.34,5,51430
474,Mercedes-Benz,6,45000,Chennai,Diesel,Manual,First,15.8,2148,170,5,23000
475,Skoda,8,64284,Kolkata,Diesel,Manual,First,17.72,1968,108.49,5,5500
476,Hyundai,5,27000,Delhi,Petrol,Manual,First,18.9,1197,82,5,4500
477,Ford,2,3678,Hyderabad,Petrol,Manual,First,18.16,1196,86.8,5,6800
478,Skoda,7,21000,Mumbai,Petrol,Manual,First,16.8,1395,138.02,5,8750
479,Renault,5,67000,Mumbai,Diesel,Manual,Second,19.87,1461,83.8,5,7000
480,Land,5,24000,Delhi,Diesel,Automatic,Second,15.68,1999,177,5,33500
481,Ford,9,75000,Chennai,Diesel,Manual,Second,20,1399,68,5,2250
482,Ford,12,179000,Hyderabad,Diesel,Automatic,Second,12.8,2953,156,7,4240
483,Toyota,3,47198,Coimbatore,Diesel,Manual,First,12.55,2982,168.5,7,28420
484,Volkswagen,8,52000,Kolkata,Diesel,Manual,First,22.07,1199,73.9,5,2750
485,Maruti,9,91000,Jaipur,Diesel,Manual,First,23.2,1248,73.94,5,3000
486,Nissan,7,60000,Pune,Diesel,Manual,First,23.08,1461,63.1,5,3550
487,Hyundai,7,37873,Kolkata,Diesel,Manual,First,22.32,1582,126.32,5,4800
488,BMW,9,31000,Kolkata,Petrol,Automatic,First,10.8,2497,150,5,13500
489,Mercedes-Benz,3,129000,Pune,Diesel,Automatic,First,11,2987,258,7,56000
490,Honda,16,78000,Hyderabad,Petrol,Automatic,First,12,2354,187.4,5,3990
491,Hyundai,4,32000,Bangalore,Diesel,Automatic,First,17.01,1582,126.2,5,15500
492,Hyundai,10,59000,Jaipur,Petrol,Manual,Second,19.81,1086,68.05,5,2320
493,Mercedes-Benz,4,35437,Kochi,Diesel,Automatic,First,20,2143,136,5,18580
494,Maruti,6,98000,Jaipur,Petrol,Manual,First,16.02,1373,93.7,7,5500
495,Skoda,14,72000,Chennai,Diesel,Manual,Second,18.7,1896,66,5,3200
496,Honda,5,79000,Pune,Petrol,Manual,First,18,1198,86.7,5,4000
497,Maruti,16,29000,Chennai,Petrol,Manual,First,17.3,993,60,5,1600
498,Maruti,7,66012,Kochi,Petrol,Manual,First,15.5,1586,103.3,5,4150
499,Honda,6,35000,Mumbai,Petrol,Automatic,First,16.5,1198,86.8,5,4250
500,Maruti,9,75000,Ahmedabad,Petrol,Manual,First,18.9,998,67.1,5,2600
501,Toyota,12,80000,Mumbai,Petrol,Automatic,Second,12.1,2362,164.7,5,3430
502,Chevrolet,8,32717,Kochi,Petrol,Manual,First,18.6,1199,79.4,5,2550
503,Toyota,3,25000,Delhi,Diesel,Automatic,First,12.55,2982,168.5,7,32000
504,Ford,6,79000,Mumbai,Diesel,Manual,First,22.7,1498,89.84,5,6250
505,Maruti,10,86000,Hyderabad,Diesel,Manual,Second,17.8,1248,75,5,3600
506,Mercedes-Benz,10,137000,Pune,Diesel,Automatic,First,13.5,2987,282,5,18500
507,Honda,5,25000,Mumbai,Petrol,Manual,Second,17.3,1497,117.3,7,4250
508,Hyundai,3,8500,Mumbai,Petrol,Manual,Second,18.9,1197,82,5,4800
509,Mahindra,5,34000,Bangalore,Diesel,Automatic,First,16,2179,140,7,13000
510,Skoda,8,41629,Pune,Petrol,Manual,Second,14.83,1598,105,5,2250
511,Hyundai,11,80227,Hyderabad,Petrol,Manual,First,17.92,1086,62.1,5,2300
512,Hyundai,1,8587,Kochi,Petrol,Manual,First,15.29,1591,121.3,5,13560
513,Mahindra,3,30000,Delhi,Diesel,Manual,First,15.4,1997,120,7,12250
514,Skoda,7,64186,Pune,Diesel,Manual,First,20.5,1598,103.5,5,3760
515,Renault,5,76427,Coimbatore,Diesel,Manual,First,19.01,1461,108.45,5,8580
516,BMW,9,75000,Hyderabad,Diesel,Automatic,First,11.7,2993,245,5,27500
517,Toyota,7,27075,Coimbatore,Petrol,Manual,First,17.6,1496,88.73,5,4950
518,Maruti,8,30000,Ahmedabad,Petrol,Manual,First,22.5,998,67.04,5,3300
519,Hyundai,4,69434,Chennai,Petrol,Manual,First,15.8,1591,121.3,5,8000
520,Maruti,6,56000,Jaipur,Petrol,Manual,First,23.1,998,67.04,5,2790
521,Land,3,49275,Coimbatore,Diesel,Automatic,First,12.7,2179,187.7,5,45640
522,Chevrolet,6,8700,Pune,Petrol,Manual,First,18.6,1199,76.8,5,2550
523,Tata,6,18000,Ahmedabad,Petrol,Manual,Second,25.4,624,37.5,4,1000
524,Audi,3,41041,Coimbatore,Diesel,Automatic,First,17.68,1968,174.33,5,37560
525,Mercedes-Benz,11,80464,Kochi,Diesel,Automatic,Second,11,2987,198.5,5,9290
526,Maruti,1,20667,Kochi,Petrol,Manual,First,22,1197,81.8,5,6370
527,Fiat,7,60283,Coimbatore,Petrol,Manual,First,14.6,1368,112,5,2980
528,Maruti,3,31696,Kochi,Petrol,Manual,First,20.4,1197,81.8,5,5750
529,Toyota,10,100000,Hyderabad,Diesel,Manual,First,11.5,2982,171,7,13000
530,Maruti,6,13361,Mumbai,Petrol,Manual,First,16.02,1373,93.7,7,6800
531,BMW,10,48394,Coimbatore,Petrol,Automatic,First,12.05,1995,154,5,10490
532,Maruti,6,47399,Jaipur,Petrol,Manual,First,16.02,1373,93.7,7,5600
533,Honda,10,69000,Mumbai,Petrol,Automatic,Second,16.8,1497,118,5,2850
534,Hyundai,7,65278,Coimbatore,Diesel,Manual,First,14.66,2199,194.3,7,8360
535,Tata,15,108000,Jaipur,Diesel,Manual,First,17,1405,70,5,1000
536,Mercedes-Benz,10,50645,Kolkata,Petrol,Automatic,Second,10.93,2497,204,5,10750
537,Maruti,9,130002,Hyderabad,Diesel,Manual,First,19.3,1248,73.9,5,3850
538,Ford,8,107000,Hyderabad,Diesel,Manual,First,17.8,1399,67,5,3000
539,Honda,5,41950,Coimbatore,Petrol,Automatic,First,18,1497,117.3,5,9600
540,Toyota,8,109000,Delhi,Diesel,Manual,First,13,2982,168.5,7,13250
541,Honda,4,9000,Mumbai,Petrol,Manual,First,18,1198,86.7,5,5750
542,Hyundai,6,43900,Delhi,Diesel,Manual,First,22.54,1396,88.73,5,6750
543,Chevrolet,7,64000,Bangalore,Diesel,Manual,Second,18.2,1248,73.8,7,4850
544,Mercedes-Benz,1,13190,Kochi,Petrol,Automatic,First,18.13658965,1950,181.43,5,38990
545,Maruti,11,77652,Mumbai,Petrol,Automatic,First,12.6,1586,103.2,5,2850
546,Toyota,8,55000,Mumbai,Diesel,Manual,First,12.99,2494,100,7,9510
547,BMW,8,59900,Ahmedabad,Diesel,Automatic,Second,18.48,1995,177,5,18500
548,Renault,5,73539,Delhi,Diesel,Manual,First,19.01,1461,108.45,5,6750
549,BMW,3,31645,Coimbatore,Diesel,Automatic,First,20.68,1995,190,5,29400
550,Honda,11,69690,Kochi,Petrol,Manual,First,17.7,1497,78,5,3290
551,Maruti,4,41000,Delhi,Diesel,Manual,First,28.09,1248,88.5,5,9500
552,Maruti,10,109200,Pune,Petrol,Manual,Second,17.5,1298,85.8,5,2200
553,Mahindra,8,80000,Pune,Diesel,Manual,First,15.1,2179,140,7,6500
554,Honda,13,51000,Ahmedabad,Petrol,Manual,First,13.5,1799,130,5,4900
555,Maruti,7,105000,Pune,Diesel,Manual,Second,25.47,1248,88.5,7,6750
556,Toyota,7,179000,Chennai,Diesel,Manual,First,23.59,1364,67.04,5,3800
557,Audi,7,12100,Delhi,Petrol,Automatic,First,9.9,1984,207.8,2,29500
558,Skoda,3,31000,Hyderabad,Diesel,Manual,First,21.13,1498,108.4,5,10500
559,Volkswagen,5,50000,Hyderabad,Diesel,Manual,First,20.14,1498,88.8,5,6200
560,Skoda,11,48000,Jaipur,Diesel,Automatic,First,17,1896,105,5,5000
561,Mahindra,13,35000,Chennai,Diesel,Manual,First,19.2,1461,65,5,2300
562,Toyota,4,100200,Ahmedabad,Diesel,Automatic,First,11.36,2755,171.5,7,17000
563,BMW,6,47000,Bangalore,Diesel,Automatic,First,18.88,1995,184,5,25500
564,Honda,5,63642,Jaipur,Diesel,Manual,First,27.3,1498,98.6,5,5650
565,Honda,5,62550,Kochi,Diesel,Manual,First,25.8,1498,98.6,5,5600
566,Jaguar,5,37340,Kochi,Diesel,Automatic,First,16.36,2179,187.7,5,29980
567,Maruti,4,38461,Coimbatore,Diesel,Manual,First,26.59,1248,74,5,7390
568,Jeep,2,29000,Jaipur,Diesel,Manual,First,17.1,1956,170,5,19000
569,Toyota,10,31000,Pune,Petrol,Manual,First,12.5,1794,132,5,5000
570,Honda,9,42086,Kolkata,Petrol,Manual,First,17,1497,118,5,3350
571,Maruti,7,49000,Chennai,Petrol,Manual,First,18.6,1197,85.8,5,4450
572,Hyundai,1,77240,Coimbatore,Diesel,Automatic,First,22.32,1582,126.32,5,8310
573,Mahindra,8,105000,Jaipur,Diesel,Manual,Second,15.96,2523,62.1,7,6000
574,Maruti,6,35000,Chennai,Diesel,Manual,First,22.9,1248,74,5,5250
575,Hyundai,14,83072,Chennai,Petrol,Manual,First,17,1086,113.2530497,5,1400
576,Audi,8,202082,Hyderabad,Diesel,Automatic,First,17.68,1968,174.33,5,12300
577,Ford,16,129000,Chennai,Petrol,Manual,Third,13.8,1299,70,5,1500
578,Volkswagen,2,33558,Coimbatore,Diesel,Manual,First,20.14,1498,88,5,8120
579,Mahindra,8,60271,Coimbatore,Diesel,Manual,First,13.6,2523,63,7,6120
580,Honda,3,45366,Coimbatore,Diesel,Manual,First,25.1,1498,98.6,5,10880
581,Chevrolet,6,9500,Kolkata,Petrol,Manual,First,18.2,1199,82.5,5,3500
582,Hyundai,4,42362,Kochi,Petrol,Manual,First,18.6,1197,81.83,5,6150
583,BMW,4,21000,Chennai,Diesel,Automatic,First,17.05,1995,184,5,33000
584,BMW,8,15200,Mumbai,Diesel,Automatic,First,15.06,1995,177,5,13500
585,Toyota,5,43690,Mumbai,Diesel,Automatic,First,12.55,2982,168.5,7,17110
586,Audi,6,79926,Kochi,Diesel,Automatic,First,11.33,4134,335.2,7,29770
587,Maruti,7,53073,Kolkata,Diesel,Manual,First,20.77,1248,88.76,7,5950
588,Hyundai,5,59000,Bangalore,Petrol,Manual,First,18.5,1197,80,5,5750
589,Mercedes-Benz,14,47088,Bangalore,Petrol,Automatic,Second,10.13,3498,364.9,5,19000
590,Renault,6,55000,Ahmedabad,Diesel,Manual,First,20.45,1461,83.8,5,4750
591,Mahindra,7,80430,Hyderabad,Diesel,Manual,Second,17.21,1493,100,7,3300
592,Toyota,7,71932,Delhi,Diesel,Automatic,First,12.55,2982,168.5,7,16500
593,BMW,6,19000,Mumbai,Diesel,Automatic,First,15.97,2993,258,7,44000
594,Maruti,9,81759,Hyderabad,Diesel,Manual,First,19.3,1248,73.9,5,4390
595,Maruti,2,52010,Kochi,Diesel,Manual,First,25.2,1248,74,5,6200
596,Audi,4,58953,Kochi,Petrol,Automatic,First,13.53,1984,177.01,5,24220
597,Mitsubishi,12,93000,Mumbai,Diesel,Manual,Third,10.5,2835,107.2,6,5450
598,Jaguar,4,10000,Delhi,Diesel,Automatic,First,16.36,2179,187.7,5,44000
599,Toyota,1,40674,Coimbatore,Diesel,Automatic,First,11.36,2755,171.5,7,24820
600,Skoda,5,50000,Mumbai,Diesel,Automatic,First,19.3,1968,141,5,11690
601,Toyota,2,1331,Bangalore,Petrol,Automatic,First,14.28,1798,138.03,5,20000
602,Maruti,10,60000,Pune,Petrol,Manual,First,19.7,796,35,8,1450
603,Mercedes-Benz,2,10003,Mumbai,Diesel,Automatic,First,17.9,2143,170,5,48500
604,Volkswagen,4,25000,Mumbai,Diesel,Automatic,First,21.5,1498,108.5,5,9450
605,Mahindra,5,73000,Ahmedabad,Diesel,Manual,First,16,2179,140,7,12500
606,Nissan,6,59962,Hyderabad,Diesel,Manual,First,20.45,1461,83.8,5,6900
607,Hyundai,8,72000,Jaipur,Diesel,Manual,Second,22.32,1582,126.32,5,5800
608,BMW,4,20967,Coimbatore,Diesel,Automatic,First,14.69,2993,258,5,44560
609,Mahindra,5,35000,Bangalore,Diesel,Manual,Second,15.4,2179,120,7,8500
610,Hyundai,3,38056,Coimbatore,Diesel,Manual,First,23.9,1582,126.2,5,10700
611,Audi,11,94000,Pune,Diesel,Automatic,Second,12.07,2967,241.4,7,12000
612,Chevrolet,10,64236,Coimbatore,Petrol,Manual,First,14.7,1150,76,5,2440
613,Mahindra,20,124000,Kolkata,Diesel,Manual,First,13.6,2523,63,7,1950
614,Hyundai,6,7400,Mumbai,Petrol,Manual,First,19.1,1197,82,5,4350
615,Toyota,3,52000,Hyderabad,Diesel,Manual,First,13.68,2393,147.8,8,17500
616,Hyundai,5,68764,Hyderabad,Petrol,Manual,First,21.1,814,55.2,5,2900
617,Volkswagen,7,64000,Delhi,Diesel,Manual,First,22.07,1199,73.9,5,2900
618,Maruti,4,21558,Pune,Diesel,Manual,First,24.3,1248,88.5,5,8900
619,BMW,7,37500,Mumbai,Diesel,Automatic,First,18.88,1995,184,5,16750
620,Hyundai,4,14077,Coimbatore,Petrol,Manual,First,21.1,814,55.2,5,3950
